iter	MultiClass
952	0.3091958696
953	0.3090316864
954	0.30880422
955	0.3085063634
956	0.3083691656
957	0.3082533934
958	0.3080843122
959	0.3079565267
960	0.3078284208
961	0.3076404281
962	0.3075095567
963	0.3072222961
964	0.3070397169
965	0.3068982179
966	0.3067728928
967	0.3065379406
968	0.306372448
969	0.3059767886
970	0.3058943699
971	0.3056974916
972	0.3055964786
973	0.3053246531
974	0.3052024094
975	0.305057832
976	0.3048991199
977	0.3047958129
978	0.3045540933
979	0.3043526944
980	0.3041611877
981	0.3039810614
982	0.3037911393
983	0.3035762874
984	0.3033394529
985	0.3031859988
986	0.3031061618
987	0.3030081107
988	0.3028921719
989	0.3027576612
990	0.302545247
991	0.3024115735
992	0.3023107619
993	0.3020692634
994	0.3019327963
995	0.3018059869
996	0.3014466102
997	0.3012703292
998	0.3011595212
999	0.3009296825
